"","app_name","begin_time","end_time","rpm","duration","swapFreeMB","minFreeMemMB","minDiskFreePct","cpuUserPct","cpuSystemPct","cpuStealPct","cpuIOWaitPct","loadAverage","diskReadPct","diskWritePct","receiveBytes","transmitBytes","transmitErrors","count.services","count.kernel","count.sessions","apdex_s","apdex_t","apdex_f","apdex_score","db_throughput","db_duration","external_throughput","external_duration","length","error_rate","bg_rate","count.503","count.Other","count.Web","queue_duration"
"304","Diract-Browser",2017-09-02 02:30:00,2017-09-02 02:40:00,320187,0.000291463732649983,4294.9632,32013.871104,57.0342140197754,12.0511770248413,0.764782631397247,0,2.93088269245345e-05,0.904966661334038,0,0.110378155112267,3179439.73,0,0,0,0,0,266093,53270,824,0.910000026226044,0,0,184,0.033137057373494,0,0,100,0,320187,0,0
"305","Diract-Browser",2017-09-02 02:40:00,2017-09-02 02:50:00,320065,0.000292645992942059,4294.9632,32010.420224,57.0322265625,12.0975896835327,0.761670672893524,0,4.60455838037888e-05,0.935549986362457,0,0.105827557295561,3172633.3825,0,0,0,0,0,266231,53010,824,0.910000026226044,0,0,176,0.0374741948452381,0,0,100,0,320065,0,0
"306","Diract-Browser",2017-09-02 02:50:00,2017-09-02 03:00:00,319949,0.000293268661986754,4294.9632,32006.07232,57.0303649902344,12.1195094108582,0.76170043349266,0,3.76735199097311e-05,0.918325006961823,0,0.109260910004377,3022953.8025,0,0,0,0,0,265858,53260,831,0.910000026226044,0,0,196,0.0352245963548387,0,0,100,0,319949,0,0
"307","Diract-Browser",2017-09-02 03:00:00,2017-09-02 03:10:00,320129,0.000294301387631236,4294.9632,31982.370816,57.0285186767578,12.2890698432922,0.779693573713303,0,5.44287835509749e-05,0.983749979734421,0,0.11014488786459,3107445.1075,0,0,0,0,0,266480,52865,784,0.910000026226044,0,0,182,0.0325255756024096,0,0,100,0,320129,0,0
"308","Diract-Browser",2017-09-02 03:10:00,2017-09-02 03:20:00,320085,0.000291507059437337,4294.9632,31981.170688,57.0265159606934,12.2995390892029,0.763866460323334,0,3.72890262951842e-05,0.907286357879639,0,0.109857086837292,3111850.755,0,0,0,0,0,266476,52827,782,0.920000016689301,0,0,164,0.0322038927179487,0,0,100,0,320085,0,0
"309","Diract-Browser",2017-09-02 03:20:00,2017-09-02 03:30:00,319933,0.000290740636452007,4294.9632,31972.13696,57.0245513916016,12.4475054740906,0.768969786167145,0,2.55965096584987e-05,0.926506489515305,0,0.108113050460815,3174318.8625,0,0,0,0,0,266373,52665,895,0.910000026226044,0,0,172,0.0314426637073171,0,0,100,0,319933,0,0
"310","Diract-Browser",2017-09-02 03:30:00,2017-09-02 03:40:00,319926,0.000292722095975319,4294.9632,31949.563904,57.0225830078125,12.7678541183472,0.797925120592117,0,5.02304497786099e-05,0.917712944746018,0,0.1096166908741,3132452.77,0,0,1,0,0,266795,52268,863,0.920000016689301,0,0,174,0.0333859512345679,0,0,100,0,319926,0,0
"311","Diract-Browser",2017-09-02 03:40:00,2017-09-02 03:50:00,320013,0.000289602106408177,4294.9632,31945.490432,57.0213317871094,13.0274409294128,0.788295418024063,0,3.34800344717223e-05,0.869374990463257,0,0.108994324505329,3319239.02,0,0,0,0,0,266920,52222,871,0.920000016689301,0,0,160,0.0327750666351351,0,0,100,0,320013,0,0
"312","Diract-Browser",2017-09-02 03:50:00,2017-09-02 04:00:00,320093,0.000290216198760985,4294.9632,31933.775872,57.019588470459,13.3003719329834,0.804466021060944,0,4.18619631091133e-05,1.09051216840744,6.03959460931946e-07,0.10771971642971,3201860.6475,0,0,0,0,0,266948,52239,906,0.920000016689301,0,0,162,0.0372397439189189,0,0,100,0,320093,0,0
"313","Diract-Browser",2017-09-02 04:00:00,2017-09-02 04:10:00,320017,0.000289920277797742,4294.9632,31909.906432,57.0175857543945,13.6757706642151,0.826092183589935,0,5.44170052307891e-05,1.09500833153725,0,0.111802724003792,3434148.4025,0,0,0,0,0,267596,51491,930,0.920000016689301,0,0,166,0.033261491037037,0,0,100,0,320017,0,0
"314","Diract-Browser",2017-09-02 04:10:00,2017-09-02 04:20:00,320298,0.000292145867239258,4294.9632,31905.908736,57.0159492492676,13.9466631889343,0.858371484279633,0,4.18674335378455e-05,0.93978334069252,0,0.108769583702087,3369541.865,0,0,0,0,0,267580,51743,975,0.920000016689301,0,0,166,0.034340443164557,0,0,100,0,320298,0,0
"315","Diract-Browser",2017-09-02 04:20:00,2017-09-02 04:30:00,319845,0.000290749315762322,4294.9632,32048.207872,57.0143203735352,14.3019122123718,0.875420534610748,0,3.76791907910956e-05,0.989983332157135,0,0.109589516371489,3407071.345,0,0,0,0,0,267547,51274,1024,0.920000016689301,0,0,174,0.0365658571728395,0,0,100,0,319845,0,0
"316","Diract-Browser",2017-09-02 04:30:00,2017-09-02 04:40:00,320168,0.000291149317830014,4294.9632,32044.161024,57.012622833252,14.6410813331604,0.864036196470261,0,4.18655406974722e-05,1.01245833039284,0,0.110069004446268,3481132.335,0,0,0,0,0,268009,51100,1059,0.920000016689301,0,0,174,0.0401217207647059,0,0,100,0,320168,0,0
"317","Diract-Browser",2017-09-02 04:40:00,2017-09-02 04:50:00,320033,0.000288433233141582,4294.9632,32040.68352,57.0106468200684,15.005037689209,0.888931661844254,0,4.65313620225061e-05,1.13764166235924,0,0.108213496208191,3598055.97,0,0,0,0,0,268157,50767,1109,0.920000016689301,0,0,134,0.03945812403125,0,0,100,0,320033,0,0
"318","Diract-Browser",2017-09-02 04:50:00,2017-09-02 05:00:00,320081,0.000289225281400645,4294.9632,32030.287872,57.008617401123,15.3146049499512,0.896080493927002,0,4.18689123762306e-05,1.1486750125885,0,0.108518079668283,3566190.835,0,0,0,0,0,268349,50610,1122,0.920000016689301,0,0,150,0.0407852073521127,0,0,100,0,320081,0,0
"319","Diract-Browser",2017-09-02 05:00:00,2017-09-02 05:10:00,319948,0.000289231264508608,4294.9632,32006.879232,57.0066375732422,15.799955368042,0.928643047809601,0,4.60750456113601e-05,1.33758635520935,0,0.109455613791943,3673530.335,0,0,0,0,0,268561,50169,1218,0.920000016689301,0,0,156,0.0317737028666667,0,0,100,0,319948,0,0
"320","Diract-Browser",2017-09-02 05:10:00,2017-09-02 05:20:00,320080,0.000290996527552487,4294.9632,32003.432448,57.0046348571777,16.2229009628296,0.928913336992264,0,4.60619845398469e-05,1.26189999580383,0,0.110453440248966,3696401.7,0,0,0,0,0,268608,50191,1281,0.920000016689301,0,0,150,0.0338375987605634,0,0,100,0,320080,0,0
"321","Diract-Browser",2017-09-02 05:20:00,2017-09-02 05:30:00,320005,0.000286013773050421,4294.9632,31997.444096,57.0027961730957,16.7453860282898,0.896142995357513,0,4.5743214286631e-05,1.50505127310753,0,0.111415053158998,3762697.275,0,0,0,0,0,269432,49299,1274,0.920000016689301,0,0,158,0.0325289316081081,0,0,100,0,320005,0,0
