"","X1","app_name","begin_time","end_time","rpm","duration","swapFreeMB","minFreeMemMB","minDiskFreePct","cpuUserPct","cpuSystemPct","cpuStealPct","cpuIOWaitPct","loadAverage","diskReadPct","diskWritePct","receiveBytes","transmitBytes","transmitErrors","event_count.kernel","event_count.sessions","event_count.services","apdex_s","apdex_t","apdex_f","apdex_score","cpm.db","duration.db","cpm.external","duration.external","length","error_pct","bg_pct","cpm.Other","cpm.OtherTransaction/Custom/org.apache.cassandra.cql3.statements.BatchStatement/execute.x","cpm.OtherTransaction/Custom/org.apache.cassandra.cql3.statements.SelectStatement/execute.x","cpm.OtherTransaction/Custom/org.apache.cassandra.cql3.statements.UpdateStatement/execute.x","cpm.OtherTransaction/NettyDispatcher/NettyDispatcher.x","cpm.OtherTransaction/Custom/org.apache.cassandra.cql3.statements.UseStatement/execute.x","cpm.OtherTransaction/Custom/org.apache.cassandra.cql3.statements.BatchStatement/execute.y","cpm.OtherTransaction/Custom/org.apache.cassandra.cql3.statements.SelectStatement/execute.y","cpm.OtherTransaction/Custom/org.apache.cassandra.cql3.statements.UpdateStatement/execute.y","cpm.OtherTransaction/NettyDispatcher/NettyDispatcher.y","duration.OtherTransaction/Custom/org.apache.cassandra.cql3.statements.BatchStatement/execute","duration.OtherTransaction/Custom/org.apache.cassandra.cql3.statements.SelectStatement/execute","duration.OtherTransaction/Custom/org.apache.cassandra.cql3.statements.UpdateStatement/execute","duration.OtherTransaction/NettyDispatcher/NettyDispatcher","cpm.OtherTransaction/Custom/org.apache.cassandra.cql3.statements.UseStatement/execute.y","duration.OtherTransaction/Custom/org.apache.cassandra.cql3.statements.UseStatement/execute","queue_duration","deploys","stl_rpm","stl_duration","stl_apdex_score","stl_error_pct"
"371",371,"BST-Cassandra",2017-09-30 06:40:00,2017-09-30 06:50:00,3191795,0.000198822120251144,0,59738.959872,66.7747497558594,7.9471230506897,1.80884693861008,0,0.158535722643137,2.32205460071564,0.784335839748383,5.6970226764679,1061585.60817308,0,0,0,0,0,3154072,31225,6498,0.990000009536743,0,0,0,0,0,0,100,319179.5,23.8,337.2,140533.9,178284.6,0,23.8,337.2,140533.9,178284.6,0.0287336613067227,0.0020414169267497,0.000424194689039442,1.3876599515045e-05,0,0,0,0,3442.06373993773,-1.10213552202476e-07,-0.000685115543681891,0
"372",372,"BST-Cassandra",2017-09-30 06:50:00,2017-09-30 07:00:00,3239290,0.00020630163810372,0,59681.243136,66.7570495605469,7.83870368003845,1.83024923801422,0,0.162329322844744,2.56831667423248,0.797701448202133,5.51193981170654,1071389.34855769,0,0,0,0,0,3197689,34913,6688,0.990000009536743,0,0,0,0,0,0,100,323929,32.2,421.3,142670.4,180805.1,0,32.2,421.3,142670.4,180805.1,0.0799302317484472,0.00279938992807975,0.000422534499910283,1.54352989727613e-05,0,0,0,0,33677.5495292665,7.93188795405596e-06,-0.000569054131296931,0
"373",373,"BST-Cassandra",2017-09-30 07:00:00,2017-09-30 07:10:00,3247881,0.00019230216541308,0,59670.50752,66.7205810546875,7.47763562202454,1.79538105726242,0,0.128882256150246,2.3527590751648,0.682220536470413,4.75995278358459,1083437.65144231,0,0,0,0,0,3211792,31041,5048,0.990000009536743,0,0,0,0,0,0,100,324788.1,24.7,392.5,144412.1,179958.8,0,24.7,392.5,144412.1,179958.8,0.0394619614979757,0.00221215759796178,0.000401324779089841,1.47718171814882e-05,0,0,0,0,14324.5907574533,-4.96580108914549e-06,-0.000452992718912193,0
"374",374,"BST-Cassandra",2017-09-30 07:10:00,2017-09-30 07:20:00,3281093,0.000206587775177662,0,59663.7696,66.7165908813477,7.24139728546143,1.80348272323608,0,0.130646192282438,2.19145002365112,0.654754042625427,5.08864669799805,1081288.54326923,0,0,0,0,0,3242891,32095,6107,0.990000009536743,0,0,0,0,0,0,100,328109.3,32.9,344,145873.5,181858.9,0,32.9,344,145873.5,181858.9,0.0688546591702128,0.00207564191715116,0.000424963163628075,1.54689550327204e-05,0,0,0,0,21538.4587339219,3.95135485694993e-06,0.000578372971378416,0
"375",375,"BST-Cassandra",2017-09-30 07:20:00,2017-09-30 07:30:00,3263076,0.000216805441107715,0,59624.054784,66.7944717407227,7.45862326622009,1.85763968229294,0,0.142859181761742,2.313230073452,0.666517993807793,5.21958332061768,1085431.36057692,0,0,0,0,0,3217998,38473,6605,0.990000009536743,0,0,0,0,0,0,100,326307.6,40.4,354.1,146590.1,179323,0,40.4,354.1,146590.1,179323,0.0663529286039604,0.0022631849582039,0.000441247074573249,1.43916745710255e-05,0,0,0,0,-4124.8069526148,1.00829006316796e-05,0.000609199887472878,0
"376",376,"BST-Cassandra",2017-09-30 07:30:00,2017-09-30 07:40:00,3287498,0.000202513050654327,0,59602.407424,66.8228988647461,7.35177993774414,1.82689002752304,0,0.136240197718143,1.99560000896454,0.539564275741577,5.02970213890076,1082174.13942308,0,0,0,0,0,3248232,33286,5980,0.990000009536743,0,0,0,0,0,0,100,328749.8,40.3,371.8,145521.9,182815.8,0,40.3,371.8,145521.9,182815.8,0.0645020162208437,0.00213989884238838,0.000417633052113806,1.31625604039695e-05,0,0,0,0,4172.57070779335,6.42932850685775e-07,0.000637251061186839,0
"377",377,"BST-Cassandra",2017-09-30 07:40:00,2017-09-30 07:50:00,3266754,0.000205371415746946,0,59784.814592,66.7822570800781,7.72528409957886,1.84330756664276,0,0.158642680197954,2.31561284065247,0.756582504510879,6.28946552276611,1076622.48317308,0,0,0,0,0,3228884,31285,6585,0.990000009536743,0,0,0,0,0,0,100,326675.4,32.4,362.2,144573.4,181707.4,0,32.4,362.2,144573.4,181707.4,0.0583202618549383,0.0022094559591386,0.000428171999052385,1.37455396279953e-05,0,0,0,0,-1912.91077747336,1.45458122762044e-06,0.000639610027845627,0
"378",378,"BST-Cassandra",2017-09-30 07:50:00,2017-09-30 08:00:00,3336552,0.000200963656247527,0,59821.293568,66.724494934082,8.216965675354,1.89842003583908,0,0.185501906275749,2.42379996776581,0.869278037548065,6.69668312072754,1085113.02644231,0,0,0,0,0,3298016,32303,6233,0.990000009536743,0,0,0,0,0,0,100,333655.2,33.8,406.1,147714.7,185500.6,0,33.8,406.1,147714.7,185500.6,0.0658321859023669,0.00255359791258311,0.000413040636776841,1.497704682842e-05,0,0,0,0,45264.4776171069,1.30305448351855e-06,0.000640145593939545,0
"379",379,"BST-Cassandra",2017-09-30 08:00:00,2017-09-30 08:10:00,3318659,0.000196423695267576,0,59775.148032,66.6968841552734,8.0506010055542,1.8775426030159,0,0.172198460251093,2.4803834438324,0.806469792127609,6.16503758430481,1100921.12259615,0,0,0,0,0,3278005,34283,6371,0.990000009536743,0,0,0,0,0,0,100,331865.9,20.4,375.4,147007,184463.1,0,20.4,375.4,147007,184463.1,0.0166470766813725,0.00190406149813532,0.0004184162473338,1.42132713198466e-05,0,0,0,0,11952.0341151981,-3.31577396646223e-06,-0.000359857614162795,0
"380",380,"BST-Cassandra",2017-09-30 08:10:00,2017-09-30 08:20:00,3335738,0.00019624226430613,0,59777.916928,66.7281036376953,7.58758354187012,1.88537670373917,0,0.158713747560978,2.45638241767883,0.817419618368149,6.11002931594849,1088510.53846154,0,0,0,0,0,3298729,31046,5963,0.990000009536743,0,0,0,0,0,0,100,333573.8,16.9,332.6,146969.8,186254.5,0,16.9,332.6,146969.8,186254.5,0.124206029846154,0.0020014198424534,0.000409277576860008,1.36645292629171e-05,0,0,0,0,25915.2788077514,-3.91348426459899e-06,-0.000310310980217277,0
"381",381,"BST-Cassandra",2017-09-30 08:20:00,2017-09-30 08:30:00,3289474,0.000194608003446448,0,59770.454016,66.8440628051758,7.79640321731567,1.84173943996429,0,0.155435915291309,2.44658493995667,0.790765076875687,5.92939577102661,1088031.88221154,0,0,0,0,0,3251150,32454,5870,0.990000009536743,0,0,0,0,0,0,100,328947.4,21.3,394.2,145216.6,183315.3,0,21.3,394.2,145216.6,183315.3,0.02682429257277,0.00216182605251142,0.000413652623374325,1.37632807719814e-05,0,0,0,0,13747.5577365891,-3.26996360075301e-06,-0.000260764346271869,0
"382",382,"BST-Cassandra",2017-09-30 08:30:00,2017-09-30 08:40:00,3271394,0.000191927011790081,0,59716.788224,66.8047103881836,7.65386447906494,1.89745029211044,0,0.170370998233557,2.32155756950378,0.853204011917114,6.28971838951111,1087940.15384615,0,0,0,0,0,3234522,30683,6189,0.990000009536743,0,0,0,0,0,0,100,327139.4,28.6,364.5,144553.2,182193.1,0,28.6,364.5,144553.2,182193.1,0.0217830496433566,0.00301816414485597,0.000403674838270616,1.48813637766743e-05,0,0,0,0,-2728.80287719518,-2.64135287359764e-06,-0.000208767473869886,0
"383",383,"BST-Cassandra",2017-09-30 08:40:00,2017-09-30 08:50:00,3280321,0.000200373400395266,0,59706.957824,66.7589569091797,7.45011148452759,1.81932526826859,0,0.143741549551487,2.58468103408813,0.623706239461899,5.53358578681946,1075740.51442308,0,0,0,0,0,3241774,32333,6214,0.990000009536743,0,0,0,0,0,0,100,328032.1,41,384.3,144768.1,182838.7,0,41,384.3,144768.1,182838.7,0.0578601650634146,0.00231443765781941,0.000412395590237076,1.51252229932722e-05,0,0,0,0,-1561.73427545326,1.54573668193525e-06,-0.000149127132863414,0
"384",384,"BST-Cassandra",2017-09-30 08:50:00,2017-09-30 09:00:00,3283047,0.000195390333987299,0,59697.987584,66.7315979003906,7.45318689346314,1.84081121683121,0,0.145569887012243,2.12771515846252,0.725154942274094,5.43052368164062,1087551.47355769,0,0,0,0,0,3246932,30267,5848,0.990000009536743,0,0,0,0,0,0,100,328304.7,20.9,293.4,144104.2,183886.2,0,20.9,293.4,144104.2,183886.2,0.0501237637799043,0.00206209624880709,0.000416055944014817,1.38104453335813e-05,0,0,0,0,2327.62765715457,-1.126473869891e-06,-8.74763362358477e-05,0
"385",385,"BST-Cassandra",2017-09-30 09:00:00,2017-09-30 09:10:00,3267728,0.000191810833005379,0,59648.421888,66.7120971679688,8.42191257476807,1.89981462955475,0,0.185810189694166,2.65473489761353,0.888175028562546,6.62393894195557,1070218.78846154,0,0,0,0,0,3229403,32985,5340,0.990000009536743,0,0,0,0,0,0,100,326772.8,16.5,396,143872.5,182487.8,0,16.5,396,143872.5,182487.8,0.00196882807878788,0.0021349640699495,0.000412582297199256,1.33783462932865e-05,0,0,0,0,1356.78062735405,-2.48841932623525e-06,-2.58255396083928e-05,0
"386",386,"BST-Cassandra",2017-09-30 09:10:00,2017-09-30 09:20:00,3284988,0.000198792330718103,0,59628.589056,66.7867279052734,7.36925935745239,1.86516634225845,0,0.145911254733801,2.18872981071472,0.658829975128174,5.72872128486633,1068819.94711538,0,0,0,0,0,3244519,34112,6357,0.990000009536743,0,0,0,0,0,0,100,328498.8,24.5,367.2,145752.8,182354.3,0,24.5,367.2,145752.8,182354.3,0.0131860326244898,0.00187579757244009,0.00042342134098007,1.41282404341439e-05,0,0,0,0,8089.83614011714,-7.65017810756569e-07,-2.63815884427032e-06,0
"387",387,"BST-Cassandra",2017-09-30 09:20:00,2017-09-30 09:30:00,3307068,0.000203591753900131,0,59625.607168,66.8306732177734,7.20242900848389,1.83842532634735,0,0.136773066222668,2.07973334789276,0.639454513788223,5.37065377235413,1093143.57692308,0,0,0,0,0,3269833,30723,6512,0.990000009536743,0,0,0,0,0,0,100,330706.8,32.9,332,146686.1,183655.8,0,32.9,332,146686.1,183655.8,0.0672977335531915,0.00228431596506024,0.000421266400370587,1.3954167377235e-05,0,0,0,0,28386.4918162581,-6.78902339385445e-07,2.05492219199632e-05,0
"388",388,"BST-Cassandra",2017-09-30 09:30:00,2017-09-30 09:40:00,3267735,0.000203905804919615,0,59790.319616,66.7790298461914,7.48532719612122,1.8767108798027,0,0.153446605801582,2.0058000087738,0.641827413439751,5.54407730102539,1076922.03365385,0,0,0,0,0,3226403,34222,7110,0.990000009536743,0,0,0,0,0,0,100,326773.5,24.9,365.7,145053,181329.9,0,24.9,365.7,145053,181329.9,0.0688277188072289,0.00220934074897457,0.000425021638564525,1.35586226816427e-05,0,0,0,0,-10884.8426489122,4.9862625258864e-06,4.01860237033702e-05,0
"389",389,"BST-Cassandra",2017-09-30 09:40:00,2017-09-30 09:50:00,3279519,0.00020386027527055,0,59796.504576,66.7464370727539,7.48712539672852,1.82309584617615,0,0.142962403595448,2.16418335437775,0.672388982772827,5.48621988296509,1078885.45913462,0,0,0,0,0,3237583,35722,6214,0.990000009536743,0,0,0,0,0,0,100,327951.9,20.6,364,144938.4,182628.9,0,20.6,364,144938.4,182628.9,0.102390073223301,0.00211002145796703,0.000422440836674063,1.50643317032518e-05,0,0,0,0,20826.9314557365,3.17545756867908e-06,4.38191420499834e-05,0
"390",390,"BST-Cassandra",2017-09-30 09:50:00,2017-09-30 10:00:00,3285292,0.000192933226633432,0,59786.633216,66.7111206054688,7.39824371337891,1.83643429279327,0,0.134624171257019,1.97906410694122,0.557671442627907,5.1464494228363,1079219.67067308,0,0,0,0,0,3248158,30353,6781,0.990000009536743,0,0,0,0,0,0,100,328529.2,8.4,402.5,143997,184121.3,0,8.4,402.5,143997,184121.3,0.000485602238095238,0.00223546621416149,0.000414659461405446,1.5047829476003e-05,0,0,0,0,6464.67309833691,-4.19855498941523e-06,4.36994860515405e-05,0
"391",391,"BST-Cassandra",2017-09-30 10:00:00,2017-09-30 10:10:00,3230684,0.000196214880455656,0,59779.80928,66.6745376586914,7.98953762054443,1.81548858880997,0,0.161576496809721,2.28344268798828,0.751505744457245,5.86192684173584,1070000.78365385,0,0,0,0,0,3193902,31734,5048,0.990000009536743,0,0,0,0,0,0,100,323068.4,20.3,330.6,143488.4,179229.1,0,20.3,330.6,143488.4,179229.1,0.052425310955665,0.00193190196702964,0.000412643640672695,1.38277272608075e-05,0,0,0,0,-40417.5891100988,-1.69766817100222e-06,4.35798300533197e-05,0
"392",392,"BST-Cassandra",2017-09-30 10:10:00,2017-09-30 10:20:00,3241091,0.000199808141796697,0,59718.868992,66.8337173461914,7.79948644638062,1.85228770971298,0,0.160347903519869,2.49841663837433,0.800641644001007,5.76165056228638,1076882.43990385,0,0,0,0,0,3199561,35251,6279,0.990000009536743,0,0,0,0,0,0,100,324109.1,24.1,371.4,144211.5,179502.1,0,24.1,371.4,144211.5,179502.1,0.0450942041742739,0.00229616534033387,0.000417949615174241,1.4188858813908e-05,0,0,0,0,-11134.4539537802,1.32606203232555e-06,3.40486615072466e-05,0
"393",393,"BST-Cassandra",2017-09-30 10:20:00,2017-09-30 10:30:00,3245440,0.000197541447670886,0,59722.579968,66.7954635620117,7.53873023986816,1.84263978004456,0,0.147417324781418,2.05335001945496,0.613843947649002,5.32214999198914,1074442.23317308,0,0,0,0,0,3207591,31675,6174,0.990000009536743,0,0,0,0,0,0,100,324544,20.5,293,143747.8,180482.7,0,20.5,293,143747.8,180482.7,0.0560906550780488,0.002221288578157,0.000415478236543446,1.43288700767442e-05,0,0,0,0,16436.9285002486,-1.20478997647175e-06,2.45174929611736e-05,0
"394",394,"BST-Cassandra",2017-09-30 10:30:00,2017-09-30 10:40:00,3228031,0.000196848875333601,0,59708.928,66.7762222290039,7.81812047958374,1.84710838794708,0,0.14893778860569,2.25205001831055,0.7806715965271,5.80637531280518,1073736.66826923,0,0,0,0,0,3190385,32667,4979,0.990000009536743,0,0,0,0,0,0,100,322803.1,24.5,313.1,143156.6,179308.9,0,24.5,313.1,143156.6,179308.9,0.0636912017061224,0.00216165704631108,0.000410680288422609,1.4023755366298e-05,0,0,0,0,2064.58254808234,1.5142685909696e-06,1.59088222112524e-05,0
"395",395,"BST-Cassandra",2017-09-30 10:40:00,2017-09-30 10:50:00,3262532,0.000200281706020661,0,59656.011776,66.7314682006836,7.48593454360962,1.87000563144684,0,0.164524891227484,2.18999688625336,0.752622145414352,6.0060049533844,1074873.52403846,0,0,0,0,0,3222055,34116,6361,0.990000009536743,0,0,0,0,0,0,100,326253.2,12.8,381.6,143084.6,182774.2,0,12.8,381.6,143084.6,182774.2,0.09495508640625,0.00192878354428721,0.000424896968757644,1.4197221316247e-05,0,0,0,0,25681.8288828963,-1.51173199254437e-06,2.42359128421743e-06,0
"396",396,"BST-Cassandra",2017-09-30 10:50:00,2017-09-30 11:00:00,3233681,0.00019448538579563,0,59642.96192,66.7081985473633,7.80446615219116,1.87309217453003,0,0.172319659590721,2.41434998512268,0.844062548875809,6.34924983978271,1076009.76442308,0,0,0,0,0,3196143,31868,5670,0.990000009536743,0,0,0,0,0,0,100,323368.1,24.1,373.3,142349.2,180621.5,0,24.1,373.3,142349.2,180621.5,0.0687676114439834,0.00215166432520761,0.000407098848662304,1.37284793122635e-05,0,0,0,0,13733.4848267999,-2.6398228214809e-06,-9.2576988771631e-06,0
"397",397,"BST-Cassandra",2017-09-30 11:00:00,2017-09-30 11:10:00,3191755,0.000203431723760752,0,59641.184256,66.7571792602539,7.25788955688477,1.8205423116684,0,0.146292489022017,2.09178950786591,0.591508120298386,5.58841867446899,1054857.15144231,0,0,0,0,0,3152437,32825,6493,0.990000009536743,0,0,0,0,0,0,100,319175.5,31.7,378.3,141669.2,177096.3,0,31.7,378.3,141669.2,177096.3,0.0539814271829653,0.00277632187602432,0.000421316777883266,1.4011119772124e-05,0,0,0,0,-5769.44003538834,5.07612314802183e-06,-2.09389890384326e-05,0
"398",398,"BST-Cassandra",2017-09-30 11:10:00,2017-09-30 11:20:00,3197787,0.000198075615830573,0,59605.692416,66.8486328125,8.06974678039551,1.85606617927551,0,0.163223843276501,2.50446670055389,0.781678527593613,6.27469139099121,1046028.25961538,0,0,0,0,0,3155552,36653,5582,0.990000009536743,0,0,0,0,0,0,100,319778.7,31.7,515,141785.8,177446.2,0,31.7,515,141785.8,177446.2,0.0191758609463722,0.00250010599883495,0.000415889026728346,1.3963529141227e-05,0,0,0,0,-13052.0430763601,-3.44022635108364e-06,-1.84520786159492e-05,0
"399",399,"BST-Cassandra",2017-09-30 11:20:00,2017-09-30 11:30:00,3206049,0.000206455432007433,0,59755.823104,66.8108520507812,7.375701379776,1.84691702127457,0,0.153822627663612,2.15311541557312,0.729792594909668,5.71537237167358,1068272.15625,0,0,0,0,0,3165330,34278,6441,0.990000009536743,0,0,0,0,0,0,100,320604.9,24.9,328,142343,177909,0,24.9,328,142343,177909,0.041493111184739,0.00212913448292683,0.000434398076780031,1.475789932606e-05,0,0,0,0,-9629.36200139159,2.88204855761887e-06,-1.59651681934658e-05,0
"400",400,"BST-Cassandra",2017-09-30 11:30:00,2017-09-30 11:40:00,3222492,0.000197168409259976,0,59834.351616,66.7717895507812,7.21754817962646,1.81721798181534,0,0.13209665119648,2.23360452651978,0.597929659485817,5.34021096229553,1061152.31971154,0,0,0,0,0,3183851,32598,6043,0.990000009536743,0,0,0,0,0,0,100,322249.2,29.2,316.9,142465.9,179437.2,0,29.2,316.9,142465.9,179437.2,0.0776359649520548,0.00216983886178605,0.00040794992543549,1.37308025052776e-05,0,0,0,0,6608.81238414347,-3.25178102854608e-06,-1.3020394064589e-05,0
"401",401,"BST-Cassandra",2017-09-30 11:40:00,2017-09-30 11:50:00,3180731,0.000200802822335494,0,59800.543232,66.7347259521484,7.59446339607239,1.81088792085648,0,0.156357281655073,2.05188329219818,0.71062508225441,5.45361766815186,1043196.80048077,0,0,0,0,0,3142102,31563,7066,0.990000009536743,0,0,0,0,0,0,100,318073.1,7.9,396.7,141672.4,175996.1,0,7.9,396.7,141672.4,175996.1,0.0693818551139241,0.00203188048928661,0.000424051221158108,1.38608657754348e-05,0,0,0,0,-9665.73955570487,-1.77411949007066e-06,-6.46994801123402e-06,0
"402",402,"BST-Cassandra",2017-09-30 11:50:00,2017-09-30 12:00:00,3204267,0.000202007578911807,0,59772.260352,66.7216720581055,7.32714567184448,1.82295100688934,0,0.149263902753592,2.00976667404175,0.783243864774704,5.31635227203369,1054735.92548077,0,0,0,0,0,3164192,33313,6762,0.990000009536743,0,0,0,0,0,0,100,320426.7,23.7,411,142232.4,177759.6,0,23.7,411,142232.4,177759.6,0.0326681552742616,0.00219246984549878,0.000425350059646044,1.43717789396466e-05,0,0,0,0,-6904.01998785231,2.49920875026506e-06,1.28404271215743e-07,0
"403",403,"BST-Cassandra",2017-09-30 12:00:00,2017-09-30 12:10:00,3218016,0.0002031099497069,0,59764.191232,66.7914505004883,7.33506841659546,1.82665237188339,0,0.140831878781319,2.13691153526306,0.624359768629074,5.76378612518311,1055130.81730769,0,0,0,0,0,3178059,33577,6380,0.990000009536743,0,0,0,0,0,0,100,321801.6,28.1,376.2,141426.9,179970.4,0,28.1,376.2,141426.9,179970.4,0.041903285658363,0.00221019079213184,0.000430199386797703,1.3948877325938e-05,0,0,0,0,27771.5758946766,2.13205312906502e-06,6.72675655377653e-06,0
"404",404,"BST-Cassandra",2017-09-30 12:10:00,2017-09-30 12:20:00,3142879,0.000198697416201833,0,59747.999744,66.7979583740234,7.79353046417236,1.83273986577988,0,0.167537027597427,2.65710647106171,0.786990857124329,5.83772058486938,1053749.94711538,0,0,0,0,0,3103322,33712,5845,0.990000009536743,0,0,0,0,0,0,100,314287.9,7.7,425,137954.4,175900.8,0,7.7,425,137954.4,175900.8,0.0497111795844156,0.00194507578376471,0.000425071784141716,1.47710382465572e-05,0,0,0,0,-13459.9380353703,-3.03076422942866e-06,6.63210906770573e-06,0
"405",405,"BST-Cassandra",2017-09-30 12:20:00,2017-09-30 12:30:00,3137966,0.000206903927005901,0,59693.043712,66.8018493652344,7.73999700546265,1.76740612983704,0,0.163276949524879,2.54261662960052,0.81628680229187,5.62837581634521,1029838.64182692,0,0,0,0,0,3102038,29288,6640,0.990000009536743,0,0,0,0,0,0,100,313796.6,39,364,138023.2,175370.4,0,39,364,138023.2,175370.4,0.0656230008794872,0.00212259040549451,0.000428141262972457,1.42578320611688e-05,0,0,0,0,-2460.56584810698,4.5285762223837e-06,6.53746158163493e-06,0
"406",406,"BST-Cassandra",2017-09-30 12:30:00,2017-09-30 12:40:00,3159810,0.000195674104606923,0,59679.625216,66.7664337158203,7.38714647293091,1.82773081064224,0,0.144504408538342,2.16841645240784,0.730654966831207,5.50837182998657,1050701.87740385,0,0,0,0,0,3122453,31871,5486,0.990000009536743,0,0,0,0,0,0,100,315981,23.6,345.6,138892.3,176719.5,0,23.6,345.6,138892.3,176719.5,0.0111302408644068,0.00212970805787037,0.000420173252966507,1.39869621383039e-05,0,0,0,0,16071.67434625,-4.96936745332188e-06,6.35970983531298e-06,0
"407",407,"BST-Cassandra",2017-09-30 12:40:00,2017-09-30 12:50:00,3171704,0.000208381744790182,0,59673.935872,66.7221298217773,7.45610017776489,1.80226203203201,0,0.141958747804165,2.27516670227051,0.734707617759705,5.53354930877686,1046009.54567308,0,0,0,0,0,3131362,33698,6644,0.990000009536743,0,0,0,0,0,0,100,317170.4,36,334.9,141051.8,175747.7,0,36,334.9,141051.8,175747.7,0.0680098076555556,0.00189702580412063,0.000427496069952315,1.54184900894862e-05,0,0,0,0,-11182.1447149306,4.30674618261983e-06,3.42371718253798e-06,0
"408",408,"BST-Cassandra",2017-09-30 12:50:00,2017-09-30 13:00:00,3142189,0.000200255634587544,0,59630.092288,66.7189407348633,7.40255150794983,1.83208104372025,0,0.158516213297844,2.13958332538605,0.705082201957703,5.74496755599976,1043978.79567308,0,0,0,0,0,3104733,32265,5191,0.990000009536743,0,0,0,0,0,0,100,314218.9,8.4,361.3,138742.6,175106.6,0,8.4,361.3,138742.6,175106.6,0.139597382738095,0.00185810415887074,0.000422460434346769,1.40879619209099e-05,0,0,0,0,2048.4643661282,2.00947406978091e-06,4.85414984430221e-07,0
"409",409,"BST-Cassandra",2017-09-30 13:00:00,2017-09-30 13:10:00,3120817,0.000201178602641552,0,59606.274048,66.8176803588867,7.19369144439697,1.79094734191895,0,0.139058531075716,1.97166666984558,0.6564388692379,5.19512853622436,1020829.60096154,0,0,0,0,0,3083873,31744,5200,0.990000009536743,0,0,0,0,0,0,100,312081.7,38.6,327.7,138796.2,172919.2,0,38.6,327.7,138796.2,172919.2,0.0374372083264249,0.00213540596399146,0.000418730326099706,1.45798352802928e-05,0,0,0,0,787.359517817851,-9.36415243282541e-07,-2.45288721378856e-06,0
"410",410,"BST-Cassandra",2017-09-30 13:10:00,2017-09-30 13:20:00,3125328,0.000207555511255459,0,59668.860928,66.8295288085938,7.03246765136719,1.77337501049042,0,0.127283754944801,1.7896922826767,0.535203886032104,4.90006852149963,1028813.50721154,0,0,0,0,0,3086710,31901,6717,0.990000009536743,0,0,0,0,0,0,100,312532.8,34.9,355.9,139302.7,172839.3,0,34.9,355.9,139302.7,172839.3,0.0496900330945559,0.00223834526917673,0.000430042499727572,1.40651722438126e-05,0,0,0,0,-6322.53142962977,5.53537682129146e-06,-2.55459971598704e-06,0
"411",411,"BST-Cassandra",2017-09-30 13:20:00,2017-09-30 13:30:00,3144308,0.000196566773875524,0,59844.079616,66.7953720092773,7.39980897903442,1.84254175424576,0,0.161029657721519,1.98691663742065,0.770427882671356,5.67888278961182,1038109.15625,0,0,0,0,0,3106511,32381,5416,0.990000009536743,0,0,0,0,0,0,100,314430.8,27.6,320.2,140557.9,173525.1,0,27.6,320.2,140557.9,173525.1,0.00961495127173913,0.00233462672423485,0.000414666167656887,1.44597070049232e-05,0,0,0,0,26973.6882964168,-5.4346828990405e-06,-2.6563122180745e-06,0
"412",412,"BST-Cassandra",2017-09-30 13:30:00,2017-09-30 13:40:00,3156347,0.000199934582266462,0,59805.908992,66.7506713867188,7.57406949996948,1.76999603509903,0,0.130649999529123,2.01707589626312,0.662828251719475,4.84392356872559,1042881.3125,0,0,0,0,0,3118359,32384,5604,0.990000009536743,0,0,0,0,0,0,100,315634.7,34.6,353.6,139894.1,175352.4,0,34.6,353.6,139894.1,175352.4,0.0470289482774567,0.00223682371153846,0.00041554956034386,1.45719001781555e-05,0,0,0,0,35764.7164173182,2.01366298796491e-07,-2.65452580738845e-06,0
"413",413,"BST-Cassandra",2017-09-30 13:40:00,2017-09-30 13:50:00,3111423,0.000200057060357271,0,59805.052928,66.7166442871094,7.44851512908936,1.76619666814804,0,0.129634964466095,2.09068331718445,0.607359725236893,4.94997248649597,1022492.61778846,0,0,0,0,0,3074682,31389,5352,0.990000009536743,0,0,0,0,0,0,100,311142.3,38.6,336.2,138660.3,172107.2,0,38.6,336.2,138660.3,172107.2,0.0422427656735751,0.00211823477305175,0.00041469214819166,1.39573180506103e-05,0,0,0,0,25672.8336464991,-2.52570083222235e-06,-1.70824540624004e-06,0
"414",414,"BST-Cassandra",2017-09-30 13:50:00,2017-09-30 14:00:00,3098782,0.00019936285727844,0,59774.746624,66.7038879394531,7.21741428375244,1.81798607110977,0,0.143711123615503,2.02633332014084,0.63879941701889,5.08465704917908,1034459.51201923,0,0,0,0,0,3059731,33451,5600,0.990000009536743,0,0,0,0,0,0,100,309878.2,20.2,356.3,137524.7,171977,0,20.2,356.3,137524.7,171977,0.0155781526435644,0.00198608296547853,0.000423737000186148,1.44297172691697e-05,0,0,0,0,-7183.16933548823,-1.38083773831049e-06,-6.79246384915899e-07,0
"415",415,"BST-Cassandra",2017-09-30 14:00:00,2017-09-30 14:10:00,3096597,0.000200746271435385,0,59722.268672,66.8358459472656,7.30441155433655,1.81682748794556,0,0.145138261467218,2.06999995708466,0.657807531952858,5.545112657547,1024309.39903846,0,0,0,0,0,3058688,31548,6361,0.990000009536743,0,0,0,0,0,0,100,309659.7,34.3,391.6,137203.3,172030.5,0,34.3,391.6,137203.3,172030.5,0.0211050127521866,0.00219264543845761,0.000423492020422249,1.43927127579121e-05,0,0,0,0,20496.2694575014,-2.12616598980038e-06,3.49752636519263e-07,0
