"","app_name","begin_time","end_time","rpm","duration","swapFreeMB","minFreeMemMB","minDiskFreePct","cpuUserPct","cpuSystemPct","cpuStealPct","cpuIOWaitPct","loadAverage","diskReadPct","diskWritePct","receiveBytes","transmitBytes","transmitErrors","event_count.kernel","event_count.sessions","event_count.services","apdex_s","apdex_t","apdex_f","apdex_score","cpm.db","duration.db","cpm.external","duration.external","length","error_pct","bg_pct","cpm.Other","cpm.OtherTransaction/Custom/com.newrelic.analytics.messaging.AnalyticEventPartitionService/runOneIteration.x","cpm.OtherTransaction/Custom/com.newrelic.bam.common.domaincondition.PersistentCache/loadAllDomainConditions.x","cpm.OtherTransaction/Custom/com.newrelic.bam.common.domaincondition.PersistentCache/loadRecentDomainConditions.x","cpm.OtherTransaction/Custom/com.nr.analytics.dirac_browser_consumer.services.EventConsumerService$EventConsumerTask/processOneMessage.x","cpm.OtherTransaction/Custom/com.nr.analytics.dirac_browser_consumer.services.TransformerService$TransformerTask/processBatch.x","cpm.OtherTransaction/ProducerEventHandler/big.producer/onEvent.x","cpm.OtherTransaction/ProducerEventHandler/small.producer/onEvent.x","cpm.OtherTransaction/Custom/com.newrelic.analytics.messaging.AnalyticEventPartitionService/runOneIteration.y","cpm.OtherTransaction/Custom/com.newrelic.bam.common.domaincondition.PersistentCache/loadAllDomainConditions.y","cpm.OtherTransaction/Custom/com.newrelic.bam.common.domaincondition.PersistentCache/loadRecentDomainConditions.y","cpm.OtherTransaction/Custom/com.nr.analytics.dirac_browser_consumer.services.EventConsumerService$EventConsumerTask/processOneMessage.y","cpm.OtherTransaction/Custom/com.nr.analytics.dirac_browser_consumer.services.TransformerService$TransformerTask/processBatch.y","cpm.OtherTransaction/ProducerEventHandler/big.producer/onEvent.y","cpm.OtherTransaction/ProducerEventHandler/small.producer/onEvent.y","duration.OtherTransaction/Custom/com.newrelic.analytics.messaging.AnalyticEventPartitionService/runOneIteration","duration.OtherTransaction/Custom/com.newrelic.bam.common.domaincondition.PersistentCache/loadAllDomainConditions","duration.OtherTransaction/Custom/com.newrelic.bam.common.domaincondition.PersistentCache/loadRecentDomainConditions","duration.OtherTransaction/Custom/com.nr.analytics.dirac_browser_consumer.services.EventConsumerService$EventConsumerTask/processOneMessage","duration.OtherTransaction/Custom/com.nr.analytics.dirac_browser_consumer.services.TransformerService$TransformerTask/processBatch","duration.OtherTransaction/ProducerEventHandler/big.producer/onEvent","duration.OtherTransaction/ProducerEventHandler/small.producer/onEvent","queue_duration","deploys"
"1054","Dirac-Browser",2017-10-05 00:30:00,2017-10-05 00:40:00,4256998,0.000244684654838457,4294.9632,64249.073664,58.526912689209,14.5282914479574,1.05701449712118,0,3.58287060710912e-05,1.22897221644719,0,0.123251151045163,3520084.785,0,0,0,0,0,3523172,691207,42619,0.910000026226044,0,0,44.6,0.0334462845682927,0,0,100,425699.8,14.1,0,18.3,137176.4,136646,5.1,151839.9,14.1,0,18.3,137176.4,136646,5.1,151839.9,0.00313848865957447,0,0.0728112585519126,7.18966410249868e-05,0.000233956079795237,0.00323601388235294,0.000401326142652886,0,0
"1055","Dirac-Browser",2017-10-05 00:40:00,2017-10-05 00:50:00,4338739,0.000241722082613865,4294.9632,64243.961856,58.5251922607422,14.4007612228394,1.03178584178289,0,3.60835775306138e-05,1.21937728325526,0,0.118885942796866,3502565.235,0,0,0,0,0,3602873,691377,44489,0.910000026226044,0,0,35.7,0.030083653372549,0,0,100,433873.9,15.3,0,14.8,140291,139734.6,2.8,153815.4,15.3,0,14.8,140291,139734.6,2.8,153815.4,0.00375760081045752,0,0.0701863341216216,7.07580610623632e-05,0.000232491764473509,0.00656998057142857,0.000398844295566634,0,0
"1056","Dirac-Browser",2017-10-05 00:50:00,2017-10-05 01:00:00,4208807,0.000247435437796981,4294.9632,64234.999808,58.5232086181641,14.3209430376689,1.01864009698232,0,3.0449463762731e-05,1.13663686513901,0,0.11858362108469,3453414.87166667,0,0,0,0,0,3473374,691780,43653,0.910000026226044,0,0,48.2,0.0403579567586207,0,0,100,420880.7,14.5,0,25.7,135704,134943.7,1.3,150191.5,14.5,0,25.7,135704,134943.7,1.3,150191.5,0.00296065831034483,0,0.0714664539766537,7.29374707937865e-05,0.00023737955912651,0.001835913,0.000401673953690455,0,0
"1057","Dirac-Browser",2017-10-05 01:00:00,2017-10-05 01:10:00,4159513,0.000246949878747825,4294.9632,64218.103808,58.521915435791,14.6865437825521,1.06474583546321,0,3.61401597425962e-05,1.1420574148496,0,0.121832184990247,3483953.91333333,0,0,0,0,0,3428355,689329,41829,0.910000026226044,0,0,37.4,0.0276798066518106,0,0,100,415951.3,17.7,0,13.4,133964.5,133631.7,2.5,148321.5,17.7,0,13.4,133964.5,133631.7,2.5,148321.5,0.00282848805649718,0,0.071366442238806,7.26465507496389e-05,0.00023665230211619,0.00312158868,0.000406877197675994,0,0
"1058","Dirac-Browser",2017-10-05 01:10:00,2017-10-05 01:20:00,4177502,0.000248528646084191,4294.9632,64204.92288,58.5202713012695,14.7350599606832,1.05308756430944,0,4.14057853049599e-05,1.1263666788737,0,0.121099972724915,3631336.335,0,0,0,0,0,3439106,693755,44641,0.910000026226044,0,0,53.2,0.0283194370909091,0,0,100,417750.2,23.8,0,19.3,133495.9,134693.3,1.4,149516.5,23.8,0,19.3,133495.9,134693.3,1.4,149516.5,0.00384259598319328,0,0.0703778007564767,7.25746362217866e-05,0.000237626406106317,0.009625353,0.000405738293693338,0,0
"1059","Dirac-Browser",2017-10-05 01:20:00,2017-10-05 01:30:00,4205591,0.000248149580297751,4294.9632,64194.301952,58.5184898376465,14.6868626276652,1.03541416724523,0,3.34995818169167e-05,1.02595768372218,0,0.118277377883593,3556508.34833333,0,0,0,0,0,3458308,703078,44205,0.910000026226044,0,0,37.3,0.0323237949064327,0,0.000428001676815458,100,420559.1,14.8,0,13.6,135142.9,135241.9,5.9,150140,14.8,0,13.6,135142.9,135241.9,5.9,150140,0.00667182865540541,0,0.0722590373161765,7.34342664927273e-05,0.000239760370831081,0.00394454423728814,0.000405668426426668,0,0
"1060","Dirac-Browser",2017-10-05 01:30:00,2017-10-05 01:40:00,4225753,0.000251128438480905,4294.9632,64173.924352,58.5171737670898,15.1093770345052,1.08751318454742,0,4.09480024245568e-05,1.29096113840739,0,0.131816385686398,3783051.73166667,0,0,0,0,0,3471888,707689,46176,0.910000026226044,0,0,46.3,0.0416095803230404,0,0,100,422575.3,11.6,0,22.4,136505.5,135369.6,1.5,150664.7,11.6,0,22.4,136505.5,135369.6,1.5,150664.7,0.00259434136206897,0,0.0758554317633928,7.39843275465091e-05,0.000240991299446109,0.004272114,0.000409272029837779,0,0
"1061","Dirac-Browser",2017-10-05 01:40:00,2017-10-05 01:50:00,4277594,0.000247503407177259,4294.9632,64154.292224,58.5154418945312,15.1151402155558,1.08022367159526,0,3.86255080229603e-05,1.23469998041789,0,0.122844501833121,3677804.36666667,0,0,0,0,0,3514634,717167,45793,0.910000026226044,0,0,33.7,0.0196295626850649,0,0,100,427759.4,17.9,0,7.4,137599.6,136809.5,7.2,153317.8,17.9,0,7.4,137599.6,136809.5,7.2,153317.8,0.00310746195530726,0,0.0733495110945946,7.32040248132989e-05,0.000240729539183317,0.00280000683333333,0.000405995954339287,0,0
"1062","Dirac-Browser",2017-10-05 01:50:00,2017-10-05 02:00:00,4322738,0.000248744889030055,4294.9632,64164.347904,58.5139007568359,15.1074986775716,1.05406439701716,0,3.83775298056814e-05,1.31162121295929,0,0.118930839002132,3531893.78666667,0,0,0,0,0,3554059,722206,46473,0.910000026226044,0,0,44.3,0.0233091228847118,0,0.0004626697246051,100,432273.8,18.1,0,11.6,138890.7,138605.5,3.1,154744.8,18.1,0,11.6,138890.7,138605.5,3.1,154744.8,0.00317225239226519,0,0.0718495894655172,7.3222398697681e-05,0.000240200087957549,0.00166521987096774,0.00040820046761959,0,0
"1063","Dirac-Browser",2017-10-05 02:00:00,2017-10-05 02:10:00,4388990,0.000249042751296768,4294.9632,64223.19104,58.5120887756348,15.453049214681,1.09190825223923,0,5.33632344740909e-05,1.32314445177714,0,0.119414038956165,3599725.30333333,0,0,0,0,0,3611101,729957,47932,0.910000026226044,0,0,47,0.0203590452892939,0,0,100,438899,23.3,0,10.7,140698.9,141220.4,4,156941.7,23.3,0,10.7,140698.9,141220.4,4,156941.7,0.00531719752360515,0,0.0716640831308411,7.27688737829507e-05,0.000240129174554101,0.003121648,0.000409399114065287,0,0
"1064","Dirac-Browser",2017-10-05 02:10:00,2017-10-05 02:20:00,4482492,0.000248324572116582,4294.9632,64211.88608,58.5102767944336,15.488506380717,1.09406049648921,0,3.27881039993372e-05,1.25799898703893,0,0.121740944683552,3598331.36833333,0,0,0,0,0,3688018,746055,48419,0.910000026226044,0,0,56.8,0.0241019940811359,0,0.000446180383590199,100,448249.2,13.4,0,14.9,144425.2,143600.5,4.3,160190.9,13.4,0,14.9,144425.2,143600.5,4.3,160190.9,0.002972437,0,0.0724455755100671,7.27444031470962e-05,0.000239577555268958,0.002559716,0.00040746030257087,0,0
"1065","Dirac-Browser",2017-10-05 02:20:00,2017-10-05 02:30:00,4540045,0.000248005587657171,4294.9632,64206.249984,58.5081443786621,15.6541283925374,1.0705148100853,0,2.47138152190018e-05,1.2164390762647,0,0.119270374377569,3798489.04666667,0,0,0,0,0,3734830,756053,49162,0.910000026226044,0,0,45.8,0.0221475833980344,0,0.000418498054534702,100,454004.5,17.7,0,11.6,145530.9,146130.7,1.6,162312,17.7,0,11.6,145530.9,146130.7,1.6,162312,0.00301607567231638,0,0.0696362748965517,7.2951692635722e-05,0.000239111356057967,0.005594245,0.000407655018586426,0,0
"1066","Dirac-Browser",2017-10-05 02:30:00,2017-10-05 02:40:00,4652615,0.000247905643440302,4294.9632,64199.80288,58.506233215332,15.8772123972575,1.09831844170888,0,4.47899665838728e-05,1.29657277663549,1.38709680565322e-05,0.120332416892052,3977597.35833333,0,0,0,0,0,3825524,777546,49545,0.910000026226044,0,0,61.3,0.0195873307669903,0,0.00085973157031046,100,465261.5,23.8,0,11.4,149302.7,150108.7,1.2,165813.7,23.8,0,11.4,149302.7,150108.7,1.2,165813.7,0.00546566511764706,0,0.070411858245614,7.41482804604337e-05,0.000239066556093684,0.005782507,0.000406750021750314,0,0
"1067","Dirac-Browser",2017-10-05 02:40:00,2017-10-05 02:50:00,4764730,0.000249515834746565,4294.9632,64175.63648,58.5045967102051,16.0177344004313,1.11264541546504,0,3.58288690525418e-05,1.33491083780924,0,0.121659276882807,3904535.69,0,0,0,0,0,3922994,789668,52068,0.910000026226044,0,0,51.5,0.0289868478995816,0,0.000419750961754391,100,476473,16.5,0,18.2,153507.8,153507.8,0,169422.7,16.5,0,18.2,153507.8,153507.8,0,169422.7,0.00299571926666667,0,0.071573507543956,7.4147256274274e-05,0.000241593110253029,0,0.000407660142868695,0,0
"1068","Dirac-Browser",2017-10-05 02:50:00,2017-10-05 03:00:00,4852719,0.000246128838004838,4294.9632,64170.610688,58.502685546875,15.9654413223267,1.0971560438474,0,4.45312121883035e-05,1.32200615803401,0,0.119254880150159,3803259.06166667,0,0,0,0,0,3997597,801044,54078,0.910000026226044,0,0,43.3,0.0268821882907268,0,0.000432747084675622,100,485271.9,19.4,0,13.9,156346.9,156750.4,8.1,172133.2,19.4,0,13.9,156346.9,156750.4,8.1,172133.2,0.00308479829381443,0,0.0729445935611511,7.27640944016159e-05,0.000237831322827884,0.00286734059259259,0.000404836561978747,0,0
"1069","Dirac-Browser",2017-10-05 03:00:00,2017-10-05 03:10:00,4966532,0.000244885259244882,4294.9632,64157.687808,58.5012130737305,16.3952824274699,1.10504634777705,0,4.39563538141859e-05,1.2340656876564,0,0.118138091266155,3838670.41666667,0,0,0,0,0,4100339,812897,53296,0.910000026226044,0,0,37.5,0.0263815227613293,0,0.000885930061459385,100,496653.2,16.7,0,10.3,159651.1,160438.7,0,176536.4,16.7,0,10.3,159651.1,160438.7,0,176536.4,0.00292775865868263,0,0.0765616022330097,7.27526272014411e-05,0.000235690293899165,0,0.000404203825657485,0,0
"1070","Dirac-Browser",2017-10-05 03:10:00,2017-10-05 03:20:00,5052911,0.000246197552055043,4294.9632,64193.224704,58.4999504089355,16.7110816955566,1.12868759632111,0,4.45225215419972e-05,1.43266235192617,9.2638198111672e-06,0.122845407327016,3871164.83833333,0,0,0,0,0,4162767,834015,56129,0.910000026226044,0,0,29.1,0.0351500133814433,0,0,100,505291.1,11,0,14,163248.7,162796.3,0,179221.1,11,0,14,163248.7,162796.3,0,179221.1,0.00275210360909091,0,0.0716889584714286,7.33681881613759e-05,0.000237054818749566,0,0.000406194385642092,0,0
"1071","Dirac-Browser",2017-10-05 03:20:00,2017-10-05 03:30:00,5205380,0.000244952960851657,4294.9632,64195.3792,58.4982566833496,16.7500608444214,1.13002562522888,0,3.35175514919683e-05,1.43013886213303,0,0.122578077018261,3891908.88333333,0,0,0,0,0,4296268,850750,58362,0.910000026226044,0,0,22.5,0.0369514247714286,0,0,100,520538,3.2,0,10.2,168167.3,168065.9,4.7,184286.7,3.2,0,10.2,168167.3,168065.9,4.7,184286.7,0.004102094625,0,0.0731345819607843,7.34959053644793e-05,0.000236554279427296,0.00320528976595745,0.000404895438455949,0,0
"1072","Dirac-Browser",2017-10-05 03:30:00,2017-10-05 03:40:00,5398551,0.000245814867811566,4294.9632,64186.933248,58.4966430664062,17.3506563186646,1.13797462383906,0,4.65003239999836e-05,1.56565908193588,2.22222219842176e-05,0.120708111921946,4040940.73333333,0,0,0,0,0,4457785,880274,60492,0.910000026226044,0,0,60.2,0.028974283278169,0,0,100,539855.1,18.9,0,22.9,174058.5,174555.6,1.8,191197.4,18.9,0,22.9,174058.5,174555.6,1.8,191197.4,0.00309303947089947,0,0.0685204090043668,7.30788073934913e-05,0.000238214920380097,0.000986708,0.000401539572215417,0,0
"1073","Dirac-Browser",2017-10-05 03:40:00,2017-10-05 03:50:00,5584013,0.000244569777313198,4294.9632,64160.825344,58.4947547912598,17.8019785563151,1.16644821961721,0,4.74640187652161e-05,1.41035186052322,0,0.122036177416643,4215548.705,0,0,0,0,0,4613407,907409,63197,0.910000026226044,0,0,46.1,0.0213334106765499,0,0.00130730354675034,100,558401.3,14.9,0,9.4,180513.2,180297.2,3.6,197563,14.9,0,9.4,180513.2,180297.2,3.6,197563,0.00287429459060403,0,0.0698572232978723,7.37062286392353e-05,0.000238050461319976,0.00173752572222222,0.000403099582336267,0,0
"1074","Dirac-Browser",2017-10-05 03:50:00,2017-10-05 04:00:00,5824735,0.000245773102352468,4294.9632,64157.188096,58.493049621582,18.2171602884928,1.1755265156428,0,3.25867704911313e-05,1.45760151147842,0,0.121485591431459,4103231.60666667,0,0,0,0,0,4814629,943314,66792,0.910000026226044,0,0,49.8,0.0405449409124727,0,0,100,582473.5,10.8,0,25.1,188096.4,188746.4,4,205590.8,10.8,0,25.1,188096.4,188746.4,4,205590.8,0.00319635757407407,0,0.0715069974501992,7.39390743017942e-05,0.000238311183410121,0.0038574815,0.000400910406814896,0,0
"1075","Dirac-Browser",2017-10-05 04:00:00,2017-10-05 04:10:00,6050200,0.000245311288336584,4294.9632,64139.59168,58.4912223815918,18.724273109436,1.18206702470779,0,4.14177275767239e-05,1.57905555168788,0,0.118878269692262,4240999.18,0,0,0,0,0,5012498,969464,68238,0.910000026226044,0,0,50.6,0.0445974030928854,0,0,100,605020,20.8,0,27.6,195893.1,195561.3,0,213517.2,20.8,0,27.6,195893.1,195561.3,0,213517.2,0.0166001043221154,0,0.0709581291666667,7.36617576341382e-05,0.000233536377514876,0,0.000402843431330122,0,0
"1076","Dirac-Browser",2017-10-05 04:10:00,2017-10-05 04:20:00,6283700,0.000243517375771918,4294.9632,64106.360832,58.4892883300781,19.2222330729167,1.21099300781886,0,3.86481689929497e-05,1.53980556329091,0,0.121028090020021,4282920.18666667,0,0,0,0,0,5206611,1003120,73969,0.910000026226044,0,0,45.9,0.0287003694738041,0,0,100,628370,15.6,0,17.2,203564,203875,0,220898.2,15.6,0,17.2,203564,203875,0,220898.2,0.00279887518589744,0,0.0703904628023256,7.43176585172231e-05,0.000235943842041447,0,0.000400787260222582,0,0
"1077","Dirac-Browser",2017-10-05 04:20:00,2017-10-05 04:30:00,6522461,0.00024514443727038,4294.9632,64091.32032,58.4875602722168,19.8732402801514,1.22928838332494,0,4.14033672617128e-05,1.58937525351842,0,0.12000428189834,4333531.51,0,0,0,0,0,5395556,1048083,78822,0.910000026226044,0,0,32.1,0.0408917430747664,0,0,100,652246.1,12.3,0,17.9,211147.1,211829.9,7,229231.9,12.3,0,17.9,211147.1,211829.9,7,229231.9,0.00847595726829268,0,0.0688794892849162,7.49761974452882e-05,0.000237275730547482,0.00238000344285714,0.000403292670242231,0,0
"1078","Dirac-Browser",2017-10-05 04:30:00,2017-10-05 04:40:00,6813522,0.000245999860296041,4294.9632,64124.411904,58.4851989746094,20.7351578394572,1.23748215039571,0,3.3368801814504e-05,1.69412717024485,0,0.119349494576454,4503162.24333333,0,0,0,0,0,5642710,1085741,85071,0.910000026226044,0,0,47.3,0.0352530710261905,0,0.000777864957359791,100,681352.2,15,0,18.9,219484.7,222443.6,7.1,239382.9,15,0,18.9,219484.7,222443.6,7.1,239382.9,0.00325979744666667,0,0.0726626557566138,7.56307355569659e-05,0.000236886763024425,0.00275109056338028,0.000404694982180849,0,0
"1079","Dirac-Browser",2017-10-05 04:40:00,2017-10-05 04:50:00,7118146,0.000246733313238307,4294.9632,64144.785408,58.4830894470215,21.4812239964803,1.27237045764923,0,3.8643078005407e-05,1.83475812673569,0,0.127870084842046,4802783.09333333,0,0,0,0,0,5887089,1138628,92429,0.910000026226044,0,0,54.7,0.0302980008477273,0,0.00082886751690679,100,711814.6,16.7,0,16.6,230924.2,230852.5,10.6,249994,16.7,0,16.6,230924.2,230852.5,10.6,249994,0.00318284277844311,0,0.0702192227710843,7.62318106967568e-05,0.000241011506174289,0.00328935410377359,0.000404541054244102,0,0
"1080","Dirac-Browser",2017-10-05 04:50:00,2017-10-05 05:00:00,7493292,0.000247401895458098,4294.9632,64182.075392,58.4810791015625,21.8844594319661,1.29425874153773,0,4.09706891029297e-05,1.91848333676656,0,0.120327821870645,4647965.17333333,0,0,0,0,0,6210438,1180337,102517,0.910000026226044,0,0,47.9,0.0361329308935282,0,0,100,749329.2,22.3,0,23.4,243488.7,243060.2,5.2,262729.4,22.3,0,23.4,243488.7,243060.2,5.2,262729.4,0.00848569188789238,0,0.071129105940171,7.65248430879955e-05,0.000238552873838251,0.00232431667307692,0.000406898056176431,0,0
"1081","Dirac-Browser",2017-10-05 05:00:00,2017-10-05 05:10:00,7769975,0.000242360117331909,4294.9632,64172.363776,58.4790458679199,22.7674793879191,1.31520178318024,0,2.79482805732793e-05,2.21219997406006,0,0.120372297863166,4823352.05333333,0,0,0,0,0,6465438,1201345,103192,0.910000026226044,0,0,25.3,0.0208973318507463,0,0.000411841736942526,100,776997.5,5.5,0,4.5,252486.3,251516.8,0,272984.4,5.5,0,4.5,252486.3,251516.8,0,272984.4,0.00306272905454545,0,0.0757072773333333,7.58015460054664e-05,0.000235943653420368,0,0.000401023036243097,0,0
"1082","Dirac-Browser",2017-10-05 05:10:00,2017-10-05 05:20:00,8247598,0.000246750849611366,4294.9632,64141.729792,58.4775390625,23.4296542485555,1.33328212499619,0,4.98439568521765e-05,2.15042776266734,3.18627450421142e-06,0.121162747840087,4855046.55333333,0,0,0,0,0,6839091,1292056,116451,0.910000026226044,0,0,54.9,0.0240830408800774,0,0.000387991752265326,100,824759.8,28.1,0,15.4,268013.7,266616.9,6.6,290079.1,28.1,0,15.4,268013.7,266616.9,6.6,290079.1,0.00293817301067616,0,0.0742695507012987,7.71165508972116e-05,0.000240034287811463,0.00188269621212121,0.000405427181726295,0,0
"1083","Dirac-Browser",2017-10-05 05:20:00,2017-10-05 05:30:00,8585046,0.000247040601302194,4294.9632,64133.992448,58.4761619567871,24.4254404703776,1.35592846075694,0,4.14394317582871e-05,2.2601878563563,0,0.120657851795355,4977990.04333333,0,0,0,0,0,7138728,1316873,129445,0.910000026226044,0,0,33.4,0.0366197066167665,0,0,100,858504.6,10.2,0,16.1,278747,278737.7,3.3,300990.3,10.2,0,16.1,278747,278737.7,3.3,300990.3,0.00289811389215686,0,0.0748460990062112,7.71544966019365e-05,0.000240248515567503,0.00038066,0.000406580379331161,0,0
"1084","Dirac-Browser",2017-10-05 05:30:00,2017-10-05 05:40:00,8910981,0.000248158741657737,4294.9632,64109.809664,58.4743995666504,25.4949673334757,1.38097455104192,0,5.02996294623396e-05,2.30092776616414,0,0.12020538498958,5266779.65333333,0,0,0,0,0,7416660,1357832,136489,0.910000026226044,0,0,53.3,0.037158264869379,0,0,100,891098.1,17.4,0,22.7,289294.1,289128.1,3.4,312632.4,17.4,0,22.7,289294.1,289128.1,3.4,312632.4,0.00307828796551724,0,0.0734073444052863,7.7287507557534e-05,0.000242224037969329,0.001128717,0.000406283676326254,0,0
"1085","Dirac-Browser",2017-10-05 05:40:00,2017-10-05 05:50:00,9278554,0.000249710198906209,4294.9632,64155.570176,58.4724006652832,26.6844493865967,1.39920639197032,0,3.02767592074815e-05,2.355433344841,0,0.121410652001699,5316195.62,0,0,0,0,0,7728043,1399916,150595,0.910000026226044,0,0,35.2,0.0429355563323864,0,0,100,927855.4,8.8,0,20.4,300108.8,301653.4,17.3,326046.7,8.8,0,20.4,300108.8,301653.4,17.3,326046.7,0.002482813625,0,0.073421691004902,7.87282177333687e-05,0.000242396359829526,0.00280693432947977,0.000409082589180016,0,0
"1086","Dirac-Browser",2017-10-05 05:50:00,2017-10-05 06:00:00,9566243,0.000249315757794779,4294.9632,64155.693056,58.4703903198242,27.0200239817301,1.41570145289103,0,3.28077481147678e-05,2.80477070013682,0,0.122102834781011,5267568.25333333,0,0,0,0,0,7970997,1435768,159478,0.910000026226044,0,0,17.7,0.0357851978333333,0,0,100,956624.3,3.8,0,6.1,311273.3,309996.1,6.7,335338.3,3.8,0,6.1,311273.3,309996.1,6.7,335338.3,0.002772687,0,0.07262686,7.97565145757763e-05,0.000244290173678314,0.0030560051641791,0.000409951390554255,0,0
"1087","Dirac-Browser",2017-10-05 06:00:00,2017-10-05 06:10:00,9898788,0.000249704640609335,4294.9632,64141.0048,58.4682006835938,28.593798383077,1.45382819970449,0,4.45599723510289e-05,2.6693129936854,0,0.121639391283194,5615018.31333333,0,0,0,0,0,8280601,1448931,169256,0.910000026226044,0,0,45.4,0.0445313578397129,0,0,100,989878.8,10.6,0,23.8,320293.5,321792.3,7.5,347751.1,10.6,0,23.8,320293.5,321792.3,7.5,347751.1,0.00345904043396226,0,0.075437607487395,7.80865925774329e-05,0.000242933537819892,0.00182117254666667,0.000408760232240818,0,0
"1088","Dirac-Browser",2017-10-05 06:10:00,2017-10-05 06:20:00,10311691,0.000250855197574578,4294.9632,64104.239104,58.4665489196777,29.1788887023926,1.45623517831167,0,3.58611573271143e-05,2.90563462575277,0,0.121153757969538,5688565.93666667,0,0,0,0,0,8609754,1522543,179394,0.910000026226044,0,0,51.3,0.0289032032851153,0,0,100,1031169.1,19.9,0,17.3,335262.5,334902,7.9,360959.5,19.9,0,17.3,335262.5,334902,7.9,360959.5,0.00307472938190955,0,0.0733971555722543,8.06317290764699e-05,0.000248517950239174,0.00172881473417722,0.000407435069946351,0,0
"1089","Dirac-Browser",2017-10-05 06:20:00,2017-10-05 06:30:00,10654821,0.00025326454202553,4294.9632,64154.210304,58.4649085998535,29.9966472625732,1.47200089295705,0,4.14586621142613e-05,2.90728890101115,0,0.121316873033841,5614467.18333333,0,0,0,0,0,8904512,1553130,197179,0.910000026226044,0,0,44.7,0.0377933061096197,0,0,100,1065482.1,18.5,0,22.2,344909.4,345847.2,6.6,374678.2,18.5,0,22.2,344909.4,345847.2,6.6,374678.2,0.00301663733513513,0,0.0733425508738739,8.11023574193687e-05,0.000248370003788957,0.00534609706060606,0.000411709311141401,0,0
"1090","Dirac-Browser",2017-10-05 06:30:00,2017-10-05 06:40:00,11009381,0.000249697910718686,4294.9632,64151.097344,58.4634017944336,31.4902799606323,1.5058506210645,0,4.19058354358034e-05,3.19041111469269,0,0.120784246424834,6053600.63666667,0,0,0,0,0,9238838,1570563,199980,0.910000026226044,0,0,32.2,0.034706334447205,0,0,100,1100938.1,14.2,0,15.2,357381.3,358220.8,8.1,385298.5,14.2,0,15.2,357381.3,358220.8,8.1,385298.5,0.00389635342253521,0,0.0721029155657895,7.96885352982935e-05,0.000247008743842904,0.00541603218518518,0.000406811650806582,0,0
"1091","Dirac-Browser",2017-10-05 06:40:00,2017-10-05 06:50:00,11316134,0.00025379074006264,4294.9632,64122.003456,58.4620208740234,31.0762219746908,1.51702477534612,0,3.58689952311882e-05,3.28992217381795,0,0.122317788004875,5910308.42333333,0,0,0,0,0,9490770,1609312,216052,0.910000026226044,0,0,70.9,0.0428894341167513,0,0.000388825370926148,100,1131613.4,3.9,6.6,27.9,364762,367794.5,4.2,399014.3,3.9,6.6,27.9,364762,367794.5,4.2,399014.3,0.003097002,0.410248832727273,0.0736124987670251,8.02647516651954e-05,0.000245811406310317,0.002066851,0.000407817959236298,0,0
"1092","Dirac-Browser",2017-10-05 06:50:00,2017-10-05 07:00:00,11390410,0.000254074711726531,4294.9632,64116.57216,58.460147857666,32.0451281229655,1.51499408483505,0,3.33216531241002e-05,3.32892776330312,0,0.123215274512768,5990524.94666667,0,0,0,0,0,9532313,1638113,219984,0.910000026226044,0,0,34.7,0.037345379559375,0,0,100,1139041,9.5,0,16.6,369054.8,370364.9,12.7,399582.5,9.5,0,16.6,369054.8,370364.9,12.7,399582.5,0.00320858304210526,0,0.0689982208674699,8.25970952934361e-05,0.000250714507877231,0.0011745004015748,0.000412610756068396,0,0
"1093","Dirac-Browser",2017-10-05 07:00:00,2017-10-05 07:10:00,11375299,0.000254338662254504,4294.9632,64145.006592,58.4583282470703,33.4258019765218,1.5299104253451,0,4.70265789772384e-05,3.86019999186198,8.39862623251975e-06,0.12248183786869,6246040.49333333,0,0,0,0,0,9547959,1601497,225843,0.910000026226044,0,0,21.9,0.025452673260274,0,0,100,1137529.9,11.7,0,7.5,368644.5,368280.8,12.9,400572.5,11.7,0,7.5,368644.5,368280.8,12.9,400572.5,0.00343426930769231,0,0.0720967891333333,8.21348996805866e-05,0.000250209876068207,0.00188026297674419,0.000415122352201162,0,0
"1094","Dirac-Browser",2017-10-05 07:10:00,2017-10-05 07:20:00,11506444,0.000253133429065748,4294.9632,64120.598528,58.4567756652832,32.5644896189372,1.52397538820903,0,4.14626161121608e-05,3.27008336385091,0,0.124301241834958,5930711.63,0,0,0,0,0,9647719,1637317,221408,0.910000026226044,0,0,19.4,0.0265147573041237,0,0,100,1150644.4,7.6,0,7.3,373073.1,374415.2,8.8,403132.4,7.6,0,7.3,373073.1,374415.2,8.8,403132.4,0.00304612097368421,0,0.0685745719863014,8.23516257079376e-05,0.000252448896405114,0.004255427,0.000410439571774931,0,0
"1095","Dirac-Browser",2017-10-05 07:20:00,2017-10-05 07:30:00,11680256,0.000254648774833274,4294.9632,64107.54048,58.4552536010742,32.6354161580404,1.51803110043208,0,3.02759358116115e-05,3.35986665089925,0,0.123340017596881,5996843.4,0,0,0,0,0,9783104,1665728,231424,0.910000026226044,0,0,55,0.0241626752063492,0,0.000393826984614036,100,1168025.6,23.5,0,14.6,377984.8,380828.1,13.4,409161.2,23.5,0,14.6,377984.8,380828.1,13.4,409161.2,0.00375198218297872,0,0.0755601694520548,8.40752446315302e-05,0.000254319184509494,0.00148319179104478,0.000409603859875521,0,0
